candidate_id,assertion_id,source_name,source_page,source_slot,year,month,day,date_iso,place,region,country,country_code,crop_box_px,page_width_px,page_height_px,diagram_status,straight_component_tier,straight_component_candidate,detector_score,dominant_axis_image_deg,axis_uncertainty_deg,axis_candidates_image_deg,line_segment_count,max_segment_length_px,dominant_support_length_px,dominant_support_fraction,ink_pixels,mid_gray_pixels,dark_to_mid_ratio,dark_component_count,largest_dark_component_px,axis_reference,geographic_azimuth_qualified,caveat,detector_version,source_pdf_sha256
sc_c54785ae92a39283,a_b3fca79b726a39,Crop Circle Center PDF catalog,188,16,1999,7,23,1999-07-23,Weymouth,Dorset,England,GB,"921,1000,1241,1205",1241,1754,no_diagram,none,no,0.000,,,,1,16.2,16.2,1.000,877,2816,0.311,71,58,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_b943f1872c5b0888,a_576bb7c279eac3,Crop Circle Center PDF catalog,188,17,1999,7,23,1999-07-23,Wroughton,Wiltshire,England,GB,"0,1330,320,1530",1241,1754,diagram,low,yes,0.443,88.9,1.6,88.9;111.9;29.9;124.5,30,34.8,86.5,0.121,4705,4930,0.954,1,4705,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_ff12641277775991,a_55606113c15dd7,Crop Circle Center PDF catalog,188,18,1999,7,24,1999-07-24,Nieuwerkerk,Zeeland,Netherlands,NL,"300,1330,631,1530",1241,1754,diagram,low,yes,0.512,79.9,1.5,79.9;25.5;158.1;51.8,21,34.8,103.9,0.182,5993,6299,0.951,1,5993,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1e1301776624814d,a_d129c7bc115605,Crop Circle Center PDF catalog,188,19,1999,7,24,1999-07-24,Oakley,Wiltshire,England,GB,"610,1330,941,1530",1241,1754,diagram,none,no,0.294,19.2,0.0,19.2,8,26.1,26.1,0.155,3436,3506,0.980,5,3424,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_d299b1888a70df81,a_b851f43617025b,Crop Circle Center PDF catalog,188,20,1999,7,24,1999-07-24,Silbury Hill,Wiltshire,England,GB,"921,1330,1241,1530",1241,1754,diagram,high,yes,0.843,45.1,1.2,45.1;134.6,16,49.5,197.6,0.500,9699,9957,0.974,113,8850,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_f1e22512e096dad3,a_78b55545fcb7c9,Crop Circle Center PDF catalog,189,1,1999,7,24,1999-07-24,Zeddam,Gelderland,Netherlands,NL,"0,10,320,230",1241,1754,diagram,high,yes,0.728,143.5,2.1,143.5;122.1;56.1;15.0,34,40.2,213.2,0.283,11214,11438,0.980,4,10045,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_b3a301a3ca0e7ade,a_80007f5a6a6c94,Crop Circle Center PDF catalog,189,2,1999,7,25,1999-07-25,Beek,Gelderland,Netherlands,NL,"300,10,631,230",1241,1754,diagram,none,no,0.313,145.0,2.0,145.0;11.4;117.7;162.4,12,26.0,44.7,0.164,5542,5650,0.981,7,3434,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_cc0ba34216b8c8b0,a_844f5048f24168,Crop Circle Center PDF catalog,189,3,1999,7,25,1999-07-25,Brixworth,Northamptonshire,England,GB,"610,10,941,230",1241,1754,diagram,low,yes,0.598,67.2,1.7,67.2;13.3;108.2;44.5,68,35.2,193.8,0.116,5157,5562,0.927,4,3471,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_f2fc4e5adbc6d295,a_d010544465f08a,Crop Circle Center PDF catalog,189,4,1999,7,25,1999-07-25,Hagersville,Ontario,Canada,CA,"921,10,1241,230",1241,1754,diagram,low,yes,0.603,133.6,1.4,133.6;68.3;158.1;112.5,43,41.1,172.6,0.134,14284,14508,0.985,2,10735,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_455f447383c5df41,a_5f70cef079cb43,Crop Circle Center PDF catalog,189,5,1999,7,25,1999-07-25,Jindrichovice,Kraj Vysocina,Czechia,CZ,"0,340,320,560",1241,1754,diagram,low,yes,0.491,162.6,1.1,162.6;17.9;62.8;118.5,35,33.0,129.4,0.147,15230,15419,0.988,2,12768,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_94b5ffc116f5fea8,a_a16330c45f6da1,Crop Circle Center PDF catalog,189,6,1999,7,25,1999-07-25,Novy Jicin,Moravskoslezsky kraj,Czechia,CZ,"300,340,631,560",1241,1754,diagram,low,yes,0.462,20.5,1.8,20.5;167.7;94.0;117.8,28,37.9,102.7,0.134,3936,4144,0.950,7,1732,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_88de0427f58a5dab,a_7a71eae3ac3ede,Crop Circle Center PDF catalog,189,7,1999,7,25,1999-07-25,Novy Jicin,Moravskoslezsky kraj,Czechia,CZ,"610,340,941,560",1241,1754,diagram,low,yes,0.451,154.6,1.9,154.6;38.8;23.9;82.8,52,36.0,112.5,0.103,6819,7430,0.918,1,6819,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_a7dce054a55f21ea,a_3415522bfe4fd2,Crop Circle Center PDF catalog,189,8,1999,7,25,1999-07-25,Rousden,Devon,England,GB,"921,340,1241,560",1241,1754,no_diagram,none,no,0.000,,,,2,16.3,32.5,1.000,828,2800,0.296,72,42,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_cb9451f28db18417,a_ef23ee934df32a,Crop Circle Center PDF catalog,189,9,1999,7,25,1999-07-25,Upper Beeding,West Sussex,England,GB,"0,670,320,890",1241,1754,diagram,none,no,0.315,60.1,1.1,60.1;151.4;100.7;123.7,16,28.5,45.9,0.141,7832,8139,0.962,31,3258,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_4fdb4cbf101b5899,a_b36bd810e083c9,Crop Circle Center PDF catalog,189,10,1999,7,27,1999-07-27,Borstal,Kent,England,GB,"300,670,631,890",1241,1754,diagram,none,no,0.281,149.9,0.0,,6,22.8,22.8,0.206,6680,7105,0.940,4,6034,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_25776911453e7d21,a_6b77478874c3ae,Crop Circle Center PDF catalog,189,11,1999,7,27,1999-07-27,Fjellhamar,Akershus,Norway,NO,"610,670,941,890",1241,1754,diagram,low,yes,0.584,145.1,1.7,145.1;29.5;107.2;60.6,32,40.3,146.1,0.191,13435,13637,0.985,1,13435,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_696f23607b6dd9cb,a_7a0974f7a3f270,Crop Circle Center PDF catalog,189,12,1999,7,28,1999-07-28,Beckhampton,Wiltshire,England,GB,"921,670,1241,890",1241,1754,diagram,high,yes,0.834,90.2,0.4,90.2;150.4;30.2;18.7,40,64.3,338.9,0.242,12801,13242,0.967,1,12801,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_dfab3aea51ec2acd,a_134f4bab1fc463,Crop Circle Center PDF catalog,189,13,1999,7,28,1999-07-28,Kilder,Gelderland,Netherlands,NL,"0,1000,320,1205",1241,1754,diagram,high,yes,0.884,0.0,0.0,0.0;64.2;149.9;123.1,22,65.0,173.8,0.313,4485,4646,0.965,2,3522,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_8ed406c466a71665,a_40664c6196618f,Crop Circle Center PDF catalog,189,14,1999,7,28,1999-07-28,Zuthpen,Gelderland,Netherlands,NL,"300,1000,631,1205",1241,1754,diagram,low,yes,0.521,31.5,2.2,31.5;143.5;78.9;126.5,41,35.7,123.3,0.142,11928,12230,0.975,6,6112,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_d5195d11f3e4ba96,a_e164960a40c444,Crop Circle Center PDF catalog,189,15,1999,7,29,1999-07-29,Avebury,Wiltshire,England,GB,"610,1000,941,1205",1241,1754,diagram,high,yes,1.000,1.4,1.2,1.4;116.9;151.6;32.8,14,151.5,293.0,0.498,12063,12283,0.982,2,11989,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_ef1bd6db1034c15e,a_242a0c48721507,Crop Circle Center PDF catalog,189,16,1999,7,29,1999-07-29,Avebury Stone Avenue,Wiltshire,England,GB,"921,1000,1241,1205",1241,1754,diagram,low,yes,0.484,70.1,1.1,70.1;43.9;18.9;120.3,15,41.1,78.7,0.171,17387,17897,0.972,1,17387,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1f21a04eb03edc94,a_11f0fcc32fde66,Crop Circle Center PDF catalog,189,17,1999,7,29,1999-07-29,Avebury Stone Avenue,Wiltshire,England,GB,"0,1330,320,1530",1241,1754,diagram,none,no,0.395,13.8,1.7,13.8;152.9;74.0;59.2,8,24.9,49.7,0.265,3666,3710,0.988,3,3429,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1948943f08e70b33,a_e5e87a5c2f141f,Crop Circle Center PDF catalog,189,18,1999,7,29,1999-07-29,Great Staughton,Cambridgeshire,England,GB,"300,1330,631,1530",1241,1754,diagram,none,no,0.360,124.4,1.5,124.4;153.5;169.1;113.8,13,27.3,52.0,0.170,978,1043,0.938,1,978,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1318a1dc2db6d153,a_c84b0c7f15bd8e,Crop Circle Center PDF catalog,189,19,1999,7,29,1999-07-29,Hail Weston,Cambridgeshire,England,GB,"610,1330,941,1530",1241,1754,diagram,none,no,0.389,60.7,0.0,60.7;124.3,8,26.0,44.8,0.259,3443,3484,0.988,2,3430,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_494885f14237acf2,a_2b2e03861116aa,Crop Circle Center PDF catalog,189,20,1999,7,29,1999-07-29,Moreton Paddox,Warwickshire,England,GB,"921,1330,1241,1530",1241,1754,diagram,none,no,0.281,113.8,0.0,113.8;99.3;30.0;55.7,9,26.4,26.4,0.128,3429,3467,0.989,1,3429,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_d2cddcbe422d318d,a_d7e804077df648,Crop Circle Center PDF catalog,190,1,1999,7,29,1999-07-29,Nykøbing,Sjolland,Denmark,DK,"0,10,320,230",1241,1754,diagram,low,yes,0.401,62.6,0.9,62.6,11,24.0,61.0,0.287,2626,2748,0.956,3,1818,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_3a2d8ecc875fb0da,a_61132b342afe66,Crop Circle Center PDF catalog,190,2,1999,7,29,1999-07-29,Oakley,Wiltshire,England,GB,"300,10,631,230",1241,1754,diagram,low,yes,0.550,23.9,2.2,23.9;68.2;115.7;179.9,63,40.3,157.3,0.096,11018,11348,0.971,3,7891,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_b56395e2c1a1a7f1,a_5b04dbb9efe57c,Crop Circle Center PDF catalog,190,3,1999,7,29,1999-07-29,Sibson Airfield,Cambridgeshire,England,GB,"610,10,941,230",1241,1754,diagram,low,yes,0.657,20.1,2.3,20.1;76.4;44.6;149.2,37,46.7,179.8,0.154,6775,7016,0.966,1,6775,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_bd89c8dce1220ed0,a_b7f17092614135,Crop Circle Center PDF catalog,190,4,1999,7,29,1999-07-29,Stanton Prior,Wiltshire,England,GB,"921,10,1241,230",1241,1754,diagram,none,no,0.346,164.7,0.9,164.7;34.4;19.7;81.6,14,28.8,52.2,0.172,2457,2558,0.961,2,1583,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_de4d613df035cd8a,a_454f60efa12a35,Crop Circle Center PDF catalog,190,5,1999,7,29,1999-07-29,Stantonbury Hill,Avon,England,GB,"0,340,320,560",1241,1754,diagram,none,no,0.390,108.7,2.7,108.7;162.8;16.3;74.6,14,29.7,65.3,0.202,11606,11822,0.982,2,6739,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_20cad5d170147865,a_cccdb6776d183c,Crop Circle Center PDF catalog,190,6,1999,7,29,1999-07-29,Waden Hill,Wiltshire,England,GB,"300,340,631,560",1241,1754,diagram,high,yes,0.668,90.0,0.0,90.0;147.3;104.3;17.8,9,52.5,105.0,0.363,5936,6000,0.989,1,5936,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_89c523377f666eb6,a_ce24f5dfe610e9,Crop Circle Center PDF catalog,190,7,1999,7,30,1999-07-30,Karoonda,South Australia,Australia,AU,"610,340,941,560",1241,1754,diagram,none,no,0.416,65.8,0.0,65.8;117.9,2,30.2,30.2,0.530,1475,3561,0.414,69,617,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_03fc2608f240bf55,a_0a02e8ee89ab15,Crop Circle Center PDF catalog,190,8,1999,7,30,1999-07-30,Patching,West Sussex,England,GB,"921,340,1241,560",1241,1754,diagram,high,yes,0.620,110.2,2.5,110.2;66.2;165.6;11.2,70,33.6,257.9,0.156,13557,13959,0.971,4,11565,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_7e6aba1e6d649698,a_d2dd23ed813ea2,Crop Circle Center PDF catalog,190,9,1999,7,31,1999-07-31,Avebury Stone Avenue,Wiltshire,England,GB,"0,670,320,890",1241,1754,diagram,none,no,0.377,119.2,0.3,119.2;59.1;9.6;78.1,16,27.0,69.7,0.190,2382,2484,0.959,2,2380,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_8feeb4c3f1f8e7d6,a_66f8f8aaedfb0d,Crop Circle Center PDF catalog,190,10,1999,7,31,1999-07-31,Roundway Hill,Wiltshire,England,GB,"300,670,631,890",1241,1754,diagram,none,no,0.266,64.9,0.6,64.9;126.6,11,18.6,34.7,0.183,13881,14134,0.982,1,13881,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_898346b21d652e46,a_1baac63e850ad3,Crop Circle Center PDF catalog,190,11,1999,7,31,1999-07-31,Wroughton,Wiltshire,England,GB,"610,670,941,890",1241,1754,diagram,none,no,0.394,27.0,0.8,27.0,5,22.4,41.9,0.433,2578,4680,0.551,70,1721,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_708a30542a66ade7,a_4277e22e431150,Crop Circle Center PDF catalog,190,12,1999,7,,1999-07,Newton,Devon,England,GB,"921,670,1241,890",1241,1754,diagram,high,yes,0.893,180.0,0.1,180.0;90.0;26.0;65.8,18,63.8,247.5,0.427,7311,7375,0.991,1,7311,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_ce5bb6799377ff50,a_753afcb5167da3,Crop Circle Center PDF catalog,190,13,1999,7,,1999-07,addition Silbury Hill,Wiltshire,England,GB,"0,1000,320,1205",1241,1754,diagram,none,no,0.000,,,,0,0.0,0.0,0.000,176,9579,0.018,7,115,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_03381515fb9b1df8,a_ff58e49f48b9e3,Crop Circle Center PDF catalog,190,14,1999,7,,1999-07,,Wiltshire,England,GB,"300,1000,631,1205",1241,1754,diagram,none,no,0.354,116.7,0.0,,3,20.1,20.1,0.354,1619,1674,0.967,8,1057,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_e22ae2ae07e3d841,a_c4c60a176b0b9c,Crop Circle Center PDF catalog,190,15,1999,7,,1999-07,Allen County,Pennsylvania,United States,US,"610,1000,941,1205",1241,1754,diagram,low,yes,0.465,148.5,1.9,148.5;59.3;117.6;31.2,27,23.2,111.9,0.208,12840,13098,0.980,8,12770,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_539a6d9558d5f36d,a_e1e96659557990,Crop Circle Center PDF catalog,190,16,1999,7,,1999-07,Enschede,Overijssel,Netherlands,NL,"921,1000,1241,1205",1241,1754,no_diagram,none,no,0.000,,,,1,16.2,16.2,1.000,877,2816,0.311,71,58,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_30fc686436d6109a,a_6a0234ce52fd5b,Crop Circle Center PDF catalog,190,17,1999,7,,1999-07,Medlovnice,Jihomoravský kraj,Czechia,CZ,"0,1330,320,1530",1241,1754,no_diagram,none,no,0.000,,,,0,0.0,0.0,0.000,872,2819,0.309,71,58,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_c8d4c2547129dc31,a_a21da07eb0455e,Crop Circle Center PDF catalog,190,18,1999,7,,1999-07,Skuhrov,Stredocesky kraj,Czechia,CZ,"300,1330,631,1530",1241,1754,diagram,none,no,0.000,,,,0,0.0,0.0,0.000,1536,3638,0.422,71,749,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_23ce1763c0dc8a74,a_076b1a99376964,Crop Circle Center PDF catalog,190,19,1999,8,,1999-08,Tvedestrand,Aust-Agder,Norway,NO,"610,1330,941,1530",1241,1754,diagram,high,yes,0.942,90.0,0.1,90.0;0.0;147.8;72.2,21,66.3,405.0,0.464,6068,6264,0.969,8,5998,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_1b007d70877d2902,a_e011627073b8e9,Crop Circle Center PDF catalog,190,20,1999,8,1,1999-08-01,Alameda,Saskatchewan,Canada,CA,"921,1330,1241,1530",1241,1754,no_diagram,none,no,0.000,,,,0,0.0,0.0,0.000,877,2824,0.311,70,58,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_f38e439d8717433c,a_1314fdf4652485,Crop Circle Center PDF catalog,191,1,1999,8,1,1999-08-01,Cheesefoot Head,Hampshire,England,GB,"0,10,320,230",1241,1754,diagram,low,yes,0.471,107.3,1.2,107.3;44.3;8.4;74.4,49,28.2,137.4,0.133,12770,13197,0.968,4,10465,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_02194fd9da58357d,a_f842100e3f90b5,Crop Circle Center PDF catalog,191,2,1999,8,1,1999-08-01,Milk Hill,Wiltshire,England,GB,"300,10,631,230",1241,1754,diagram,high,yes,0.928,134.8,0.6,134.8;104.7;71.7;24.2,32,93.7,218.3,0.224,6394,6534,0.979,2,4283,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_8311e395e28c3535,a_f32738f336ecf9,Crop Circle Center PDF catalog,191,3,1999,8,1,1999-08-01,Poynings,West Sussex,England,GB,"610,10,941,230",1241,1754,diagram,low,yes,0.416,64.9,1.3,64.9;22.9;104.2;147.4,32,32.4,96.7,0.124,6448,6690,0.964,9,2671,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_cf8612181b73b9d9,a_e8559c49ade3a3,Crop Circle Center PDF catalog,191,4,1999,8,1,1999-08-01,Ruurlo,Gelderland,Netherlands,NL,"921,10,1241,230",1241,1754,diagram,low,yes,0.427,64.8,2.5,64.8;154.9;14.7;79.0,38,32.4,103.7,0.122,9728,9960,0.977,1,9728,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_82701e497cd83f4a,a_b53c6447547c7c,Crop Circle Center PDF catalog,191,5,1999,8,3,1999-08-03,Henwood,Hampshire,England,GB,"0,340,320,560",1241,1754,diagram,low,yes,0.645,28.7,1.9,28.7;150.6;62.7;90.0,31,50.0,155.7,0.176,6925,7214,0.960,9,3027,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_76d32cf8cca9338d,a_0742b4503de515,Crop Circle Center PDF catalog,191,6,1999,8,3,1999-08-03,Meon,Warwickshire,England,GB,"300,340,631,560",1241,1754,diagram,high,yes,0.768,48.9,2.2,48.9;60.1,8,41.7,194.4,0.804,1710,1793,0.954,1,1710,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
sc_79078c50b8e6bc59,a_209c781eb77f4b,Crop Circle Center PDF catalog,191,7,1999,8,3,1999-08-03,Shoreham,West Sussex,England,GB,"610,340,941,560",1241,1754,diagram,medium,yes,0.537,110.3,0.5,110.3;70.1;90.0;0.1,8,42.7,80.6,0.288,1104,1252,0.882,11,318,image x-axis; 0=right; clockwise; modulo 180,no,diagram-space axis only; not a true-north azimuth,straight-components-v1.0.0,f51718f1eeb1c3f06f3a154d02eb7ab24dcefebb201e3ace04c6e8f79dcc65e7
